FIPS,County,State,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
51580,Covington city, Virginia,"5,830","5,775","5,661","5,539","5,474","5,460"
51590,Danville city, Virginia,"42,630","42,267","41,937","41,641","41,022","40,693"
51595,Emporia city, Virginia,"5,693","5,597","5,525","5,370","5,292","5,121"
51600,Fairfax city, Virginia,"23,236","23,315","23,439","23,835","24,162","24,574"
51610,Falls Church city, Virginia,"13,398","13,454","13,837","13,782","14,489","14,772"
51620,Franklin city, Virginia,"8,542","8,399","8,334","8,183","8,125","8,013"
51630,Fredericksburg city, Virginia,"27,819","28,254","28,054","28,379","28,516","29,144"
51640,Galax city, Virginia,"6,935","6,904","6,798","6,576","6,487","6,423"
51650,Hampton city, Virginia,"137,243","137,597","136,187","135,238","134,581","134,313"
51660,Harrisonburg city, Virginia,"51,550","52,558","52,755","53,701","53,907","54,033"
51670,Hopewell city, Virginia,"22,161","22,109","22,228","22,553","22,554","22,596"
51678,Lexington city, Virginia,"7,143","7,121","7,123","7,089","7,082","7,136"
51680,Lynchburg city, Virginia,"77,950","78,155","79,271","80,038","81,065","82,126"
51683,Manassas city, Virginia,"41,110","41,180","41,530","41,435","41,501","41,641"
51685,Manassas Park city, Virginia,"15,901","15,924","16,054","16,143","16,686","17,307"
51690,Martinsville city, Virginia,"13,416","13,317","13,277","13,038","12,969","12,902"
51700,Newport News city, Virginia,"181,320","181,576","180,948","180,179","179,398","178,626"
51710,Norfolk city, Virginia,"245,449","246,587","246,534","245,843","244,922","244,076"
51720,Norton city, Virginia,"4,100","4,136","4,005","3,947","3,892","3,968"
51730,Petersburg city, Virginia,"32,307","32,236","32,000","31,698","31,635","31,567"
51735,Poquoson city, Virginia,"12,090","12,003","12,014","11,943","12,043","12,190"
51740,Portsmouth city, Virginia,"96,071","95,826","96,308","95,094","94,693","94,632"
51750,Radford city, Virginia,"17,116","17,390","17,341","17,420","17,659","18,339"
51760,Richmond city, Virginia,"213,815","217,003","220,847","225,332","226,968","228,783"
51770,Roanoke city, Virginia,"98,860","99,443","99,733","99,572","99,436","99,920"
51775,Salem city, Virginia,"25,314","25,427","25,426","25,438","25,662","25,643"
51790,Staunton city, Virginia,"24,101","24,287","24,219","24,266","24,566","24,922"
51800,Suffolk city, Virginia,"85,765","86,892","88,127","89,322","90,275","91,185"
51810,Virginia Beach city, Virginia,"447,732","448,913","450,474","451,136","449,962","450,189"
51820,Waynesboro city, Virginia,"21,173","21,312","21,558","21,798","22,336","22,628"
51830,Williamsburg city, Virginia,"14,604","14,566","14,767","14,824","14,889","14,896"
51840,Winchester city, Virginia,"27,333","27,394","27,470","27,762","28,210","28,108"
53001,Adams County, Washington,"19,115","19,200","19,244","19,378","19,681","19,759"
53003,Asotin County, Washington,"22,128","22,189","22,106","22,275","22,507","22,610"
53005,Benton County, Washington,"184,355","186,542","190,316","193,652","198,453","201,877"
53007,Chelan County, Washington,"73,762","74,170","75,123","75,977","76,479","77,036"
53009,Clallam County, Washington,"72,056","72,477","73,222","74,285","75,712","76,737"
53011,Clark County, Washington,"441,385","448,277","456,986","465,310","474,492","481,857"
53013,Columbia County, Washington,"4,002","3,984","3,961","3,978","4,023","4,059"
53015,Cowlitz County, Washington,"101,483","101,799","103,050","104,826","106,900","108,987"
53017,Douglas County, Washington,"39,400","39,795","40,559","41,426","42,167","42,907"
53019,Ferry County, Washington,"7,592","7,590","7,519","7,530","7,590","7,649"
53021,Franklin County, Washington,"86,501","87,743","88,779","90,315","92,117","94,347"
53023,Garfield County, Washington,"2,237","2,201","2,222","2,245","2,205","2,247"
53025,Grant County, Washington,"91,749","92,968","93,670","94,512","95,821","97,331"
53027,Grays Harbor County, Washington,"71,046","70,783","71,027","71,572","72,553","73,901"
53029,Island County, Washington,"78,196","78,698","80,031","81,708","83,285","84,460"
53031,Jefferson County, Washington,"29,996","30,139","30,331","30,891","31,191","31,729"
53033,King County, Washington,"2,047,543","2,085,730","2,126,561","2,166,602","2,204,229","2,233,163"
53035,Kitsap County, Washington,"252,403","253,415","259,320","263,283","266,550","269,805"
53037,Kittitas County, Washington,"41,830","42,597","43,092","44,913","46,157","47,364"
53039,Klickitat County, Washington,"20,870","20,864","20,997","21,264","21,750","22,107"
53041,Lewis County, Washington,"74,967","74,858","75,419","76,622","78,230","79,604"
53043,Lincoln County, Washington,"10,297","10,227","10,289","10,340","10,579","10,740"
53045,Mason County, Washington,"60,472","60,615","61,033","62,179","63,801","65,507"
53047,Okanogan County, Washington,"41,062","41,252","41,352","41,558","41,898","42,132"
53049,Pacific County, Washington,"20,442","20,566","20,869","21,250","21,684","22,036"
53051,Pend Oreille County, Washington,"12,884","12,917","13,087","13,124","13,363","13,602"
53053,Pierce County, Washington,"819,059","828,920","841,706","860,072","877,201","891,299"
53055,San Juan County, Washington,"15,909","16,010","16,198","16,304","16,725","17,128"
53057,Skagit County, Washington,"118,277","119,992","121,604","123,709","126,026","128,206"
53059,Skamania County, Washington,"11,308","11,377","11,378","11,585","11,837","11,924"
53061,Snohomish County, Washington,"744,236","757,417","770,049","787,695","803,039","814,901"
53063,Spokane County, Washington,"478,368","482,926","488,749","497,143","505,928","514,631"
53065,Stevens County, Washington,"43,262","43,470","43,544","44,131","44,667","45,260"
53067,Thurston County, Washington,"261,791","264,975","268,014","273,721","280,289","286,419"
53069,Wahkiakum County, Washington,"4,033","4,043","4,027","4,167","4,280","4,426"
53071,Walla Walla County, Washington,"59,378","59,536","59,976","60,094","60,652","60,922"
53073,Whatcom County, Washington,"206,107","208,215","211,940","216,569","221,650","225,685"
53075,Whitman County, Washington,"46,793","46,916","48,128","48,784","49,344","49,791"
53077,Yakima County, Washington,"246,612","247,046","248,065","249,691","250,377","251,446"
54001,Barbour County, West Virginia,"16,872","16,903","16,971","16,742","16,499","16,535"
54003,Berkeley County, West Virginia,"108,489","110,187","111,683","113,476","115,007","117,123"
54005,Boone County, West Virginia,"24,086","23,710","23,246","22,803","22,374","21,951"
54007,Braxton County, West Virginia,"14,385","14,404","14,372","14,321","14,224","14,089"
54009,Brooke County, West Virginia,"23,604","23,384","23,205","22,680","22,390","22,203"
54011,Cabell County, West Virginia,"97,020","96,634","96,571","95,673","94,486","93,224"
54013,Calhoun County, West Virginia,"7,550","7,559","7,466","7,379","7,322","7,254"
54015,Clay County, West Virginia,"9,138","8,880","8,874","8,827","8,714","8,632"
54017,Doddridge County, West Virginia,"8,547","8,471","8,701","8,575","8,529","8,406"
54019,Fayette County, West Virginia,"45,560","45,161","44,706","44,167","43,577","43,018"
54021,Gilmer County, West Virginia,"8,620","8,497","8,306","8,138","8,057","8,026"
54023,Grant County, West Virginia,"11,763","11,639","11,672","11,620","11,649","11,626"
54025,Greenbrier County, West Virginia,"35,799","35,581","35,585","35,539","35,243","34,786"
54027,Hampshire County, West Virginia,"23,490","23,439","23,314","23,318","23,398","23,347"
54029,Hancock County, West Virginia,"30,366","30,248","29,968","29,666","29,425","29,094"
54031,Hardy County, West Virginia,"13,966","13,954","13,831","13,813","13,838","13,775"
54033,Harrison County, West Virginia,"68,918","68,680","68,539","68,351","67,923","67,554"
54035,Jackson County, West Virginia,"29,191","29,131","29,163","29,181","28,907","28,706"
54037,Jefferson County, West Virginia,"54,999","55,624","56,081","55,975","56,406","56,811"
54039,Kanawha County, West Virginia,"191,530","190,353","188,270","186,162","183,310","180,454"
54041,Lewis County, West Virginia,"16,480","16,447","16,436","16,283","16,192","16,024"
54043,Lincoln County, West Virginia,"21,452","21,521","21,279","21,112","20,878","20,599"
54045,Logan County, West Virginia,"35,929","35,248","34,437","33,669","33,043","32,607"
54047,McDowell County, West Virginia,"20,962","20,388","19,763","19,192","18,521","18,223"
54049,Marion County, West Virginia,"56,710","56,780","56,744","56,497","56,369","56,097"
54051,Marshall County, West Virginia,"32,621","32,338","32,191","31,696","31,216","30,785"
54053,Mason County, West Virginia,"27,141","27,148","27,081","26,928","26,818","26,718"
54055,Mercer County, West Virginia,"61,911","61,762","61,124","60,613","59,801","59,131"
54057,Mineral County, West Virginia,"27,663","27,538","27,384","27,346","27,180","26,940"
54059,Mingo County, West Virginia,"26,013","25,739","25,320","24,723","24,138","23,785"
54061,Monongalia County, West Virginia,"102,271","103,486","104,706","105,732","105,916","106,420"
54063,Monroe County, West Virginia,"13,521","13,612","13,578","13,492","13,373","13,280"
54065,Morgan County, West Virginia,"17,444","17,516","17,487","17,622","17,709","17,787"
54067,Nicholas County, West Virginia,"25,948","25,718","25,550","25,378","25,134","24,842"
54069,Ohio County, West Virginia,"43,751","43,261","42,996","42,666","42,056","41,755"
54071,Pendleton County, West Virginia,"7,374","7,229","7,104","6,978","6,970","6,997"
54073,Pleasants County, West Virginia,"7,517","7,588","7,499","7,488","7,453","7,507"
54075,Pocahontas County, West Virginia,"8,680","8,652","8,574","8,528","8,487","8,414"
54077,Preston County, West Virginia,"33,685","33,918","33,844","33,763","33,823","33,839"
54079,Putnam County, West Virginia,"56,499","56,634","56,600","56,680","56,665","56,682"
54081,Raleigh County, West Virginia,"78,800","78,185","77,371","76,290","75,062","74,254"
54083,Randolph County, West Virginia,"29,522","29,374","29,206","29,028","28,894","28,823"
54085,Ritchie County, West Virginia,"10,146","10,076","10,082","9,964","9,816","9,721"
54087,Roane County, West Virginia,"14,608","14,595","14,377","14,111","14,010","13,932"
54089,Summers County, West Virginia,"13,592","13,329","13,134","12,975","12,891","12,760"
54091,Taylor County, West Virginia,"16,987","17,100","16,928","16,953","16,910","16,862"
54093,Tucker County, West Virginia,"7,078","7,051","7,088","7,052","6,991","6,955"
54095,Tyler County, West Virginia,"9,008","9,086","8,952","8,953","8,807","8,746"
54097,Upshur County, West Virginia,"24,600","24,662","24,725","24,676","24,546","24,415"
54099,Wayne County, West Virginia,"41,829","41,507","41,195","40,702","40,192","39,944"
54101,Webster County, West Virginia,"8,833","8,751","8,636","8,557","8,363","8,285"
54103,Wetzel County, West Virginia,"16,113","15,957","15,777","15,640","15,425","15,270"
54105,Wirt County, West Virginia,"5,839","5,791","5,805","5,767","5,790","5,830"
54107,Wood County, West Virginia,"86,514","86,465","86,326","85,699","85,083","84,203"
54109,Wyoming County, West Virginia,"22,939","22,576","22,173","21,770","21,248","20,786"
55001,Adams County, Wisconsin,"20,412","20,129","20,025","19,971","19,891","20,348"
55003,Ashland County, Wisconsin,"15,971","15,998","15,809","15,638","15,513","15,600"
55005,Barron County, Wisconsin,"45,570","45,343","45,357","45,233","45,164","45,164"
55007,Bayfield County, Wisconsin,"15,117","14,975","14,980","14,931","15,033","15,042"
55009,Brown County, Wisconsin,"254,237","256,245","257,899","259,546","261,863","263,378"
55011,Buffalo County, Wisconsin,"13,364","13,230","13,241","13,132","13,107","13,125"
55013,Burnett County, Wisconsin,"15,268","15,230","15,138","15,219","15,313","15,392"
55015,Calumet County, Wisconsin,"49,637","49,472","49,812","49,600","49,994","50,159"
55017,Chippewa County, Wisconsin,"63,086","63,334","63,416","63,526","63,762","64,135"
55019,Clark County, Wisconsin,"34,535","34,354","34,349","34,475","34,569","34,709"
55021,Columbia County, Wisconsin,"56,570","56,638","56,672","56,865","57,236","57,358"
55023,Crawford County, Wisconsin,"16,391","16,347","16,328","16,250","16,223","16,291"
55025,Dane County, Wisconsin,"509,792","516,338","522,847","530,885","536,780","542,364"
55027,Dodge County, Wisconsin,"87,941","88,090","87,827","87,364","87,750","87,847"
55029,Door County, Wisconsin,"27,606","27,466","27,307","27,331","27,480","27,610"
55031,Douglas County, Wisconsin,"43,755","43,641","43,483","43,351","43,327","43,208"
55033,Dunn County, Wisconsin,"44,048","44,076","44,249","44,337","44,699","45,131"
55035,Eau Claire County, Wisconsin,"101,732","101,688","102,119","102,941","103,674","104,534"
55037,Florence County, Wisconsin,"4,384","4,345","4,346","4,323","4,356","4,321"
55039,Fond du Lac County, Wisconsin,"101,792","101,986","101,951","102,201","102,371","103,066"
55041,Forest County, Wisconsin,"9,089","9,102","9,005","9,022","8,970","8,991"
55043,Grant County, Wisconsin,"50,992","51,681","52,085","52,014","51,806","51,554"
55045,Green County, Wisconsin,"36,932","36,856","36,918","36,770","36,847","36,929"
55047,Green Lake County, Wisconsin,"18,887","18,759","18,712","18,613","18,785","18,918"
55049,Iowa County, Wisconsin,"23,559","23,585","23,591","23,438","23,714","23,771"
55051,Iron County, Wisconsin,"5,829","5,859","5,719","5,650","5,672","5,676"
55053,Jackson County, Wisconsin,"20,558","20,577","20,521","20,480","20,474","20,478"
55055,Jefferson County, Wisconsin,"84,605","84,369","84,503","84,485","84,775","85,129"
55057,Juneau County, Wisconsin,"26,567","26,338","26,314","26,348","26,479","26,617"
55059,Kenosha County, Wisconsin,"167,311","167,856","167,967","167,954","168,582","169,290"
55061,Kewaunee County, Wisconsin,"20,364","20,336","20,317","20,367","20,397","20,383"
55063,La Crosse County, Wisconsin,"116,885","117,446","117,726","117,733","118,116","118,230"
55065,Lafayette County, Wisconsin,"16,670","16,778","16,792","16,750","16,689","16,665"
55067,Langlade County, Wisconsin,"19,410","19,252","19,043","19,079","19,171","19,268"
55069,Lincoln County, Wisconsin,"28,301","28,104","27,858","27,821","27,766","27,689"
55071,Manitowoc County, Wisconsin,"80,492","79,959","79,495","79,365","79,140","79,074"
55073,Marathon County, Wisconsin,"134,880","135,131","135,289","135,057","135,415","135,428"
55075,Marinette County, Wisconsin,"41,287","41,047","40,653","40,259","40,290","40,434"
55077,Marquette County, Wisconsin,"15,180","15,071","15,118","15,129","15,283","15,434"
55078,Menominee County, Wisconsin,"4,381","4,504","4,525","4,559","4,643","4,658"
55079,Milwaukee County, Wisconsin,"957,513","958,546","958,654","955,057","950,588","948,201"
55081,Monroe County, Wisconsin,"45,125","45,158","45,306","45,376","45,617","46,051"
55083,Oconto County, Wisconsin,"37,368","37,463","37,478","37,481","37,526","37,830"
55085,Oneida County, Wisconsin,"35,550","35,323","35,308","35,339","35,287","35,470"
55087,Outagamie County, Wisconsin,"180,336","182,170","183,417","184,755","186,064","187,365"
55089,Ozaukee County, Wisconsin,"87,218","87,580","87,934","88,327","88,430","89,147"
55091,Pepin County, Wisconsin,"7,347","7,297","7,234","7,243","7,246","7,289"
55093,Pierce County, Wisconsin,"40,804","41,028","41,038","41,409","41,983","42,555"
55095,Polk County, Wisconsin,"43,313","43,331","43,213","43,216","43,387","43,598"
55097,Portage County, Wisconsin,"70,513","70,521","70,497","70,425","70,608","70,942"
55099,Price County, Wisconsin,"13,739","13,656","13,577","13,414","13,406","13,397"
