FIPS,County,State,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
48089,Colorado County, Texas,"20,721","20,705","20,929","21,030","21,228","21,217"
48091,Comal County, Texas,"118,591","123,195","128,783","134,346","140,790","148,373"
48093,Comanche County, Texas,"13,556","13,475","13,389","13,531","13,547","13,534"
48095,Concho County, Texas,"4,129","4,104","4,175","4,297","4,311","4,276"
48097,Cooke County, Texas,"38,463","38,771","39,173","39,355","39,984","40,574"
48099,Coryell County, Texas,"76,787","76,178","76,197","74,879","74,883","74,808"
48101,Cottle County, Texas,"1,442","1,429","1,439","1,402","1,381","1,389"
48103,Crane County, Texas,"4,721","4,904","5,002","4,783","4,713","4,794"
48105,Crockett County, Texas,"3,764","3,790","3,738","3,647","3,555","3,499"
48107,Crosby County, Texas,"5,923","5,825","5,917","5,912","5,872","5,779"
48109,Culberson County, Texas,"2,306","2,283","2,256","2,224","2,237","2,204"
48111,Dallam County, Texas,"7,118","7,224","7,288","7,293","7,211","7,200"
48113,Dallas County, Texas,"2,484,988","2,520,434","2,558,913","2,592,844","2,622,799","2,637,772"
48115,Dawson County, Texas,"13,219","13,448","12,990","12,998","12,766","12,619"
48117,Deaf Smith County, Texas,"19,195","19,139","18,851","18,894","18,851","18,760"
48119,Delta County, Texas,"5,118","5,140","5,157","5,145","5,286","5,349"
48121,Denton County, Texas,"728,774","753,429","779,528","807,883","835,330","859,064"
48123,DeWitt County, Texas,"20,378","20,521","20,634","20,626","20,208","20,187"
48125,Dickens County, Texas,"2,296","2,215","2,208","2,201","2,207","2,249"
48127,Dimmit County, Texas,"10,903","10,999","10,939","10,722","10,346","10,308"
48129,Donley County, Texas,"3,561","3,484","3,392","3,389","3,351","3,319"
48131,Duval County, Texas,"11,589","11,519","11,342","11,429","11,272","11,212"
48133,Eastland County, Texas,"18,284","18,262","18,165","18,261","18,342","18,322"
48135,Ector County, Texas,"149,714","154,674","159,933","157,805","157,173","162,124"
48137,Edwards County, Texas,"1,899","1,904","1,912","1,912","1,941","1,928"
48139,Ellis County, Texas,"155,971","159,259","163,391","168,467","173,636","179,436"
48141,El Paso County, Texas,"831,746","834,992","833,961","838,014","840,545","840,758"
48143,Erath County, Texas,"39,899","40,532","41,195","41,376","41,862","42,446"
48145,Falls County, Texas,"17,253","17,214","17,231","17,311","17,403","17,335"
48147,Fannin County, Texas,"33,513","33,598","33,500","33,919","34,572","35,286"
48149,Fayette County, Texas,"24,729","24,792","24,964","25,051","25,176","25,349"
48151,Fisher County, Texas,"3,873","3,887","3,893","3,894","3,904","3,839"
48153,Floyd County, Texas,"6,246","5,947","5,851","5,863","5,864","5,837"
48155,Foard County, Texas,"1,288","1,276","1,226","1,201","1,206","1,200"
48157,Fort Bend County, Texas,"652,050","684,345","715,067","743,303","766,136","787,858"
48159,Franklin County, Texas,"10,616","10,568","10,606","10,673","10,780","10,766"
48161,Freestone County, Texas,"19,595","19,674","19,745","19,663","19,654","19,808"
48163,Frio County, Texas,"18,406","18,946","19,269","19,373","19,564","19,816"
48165,Gaines County, Texas,"18,820","19,350","20,241","20,480","20,635","20,901"
48167,Galveston County, Texas,"306,614","313,426","321,003","328,822","334,304","337,890"
48169,Garza County, Texas,"6,392","6,456","6,418","6,504","6,559","6,578"
48171,Gillespie County, Texas,"25,385","25,495","25,954","26,259","26,530","26,804"
48173,Glasscock County, Texas,"1,271","1,327","1,379","1,363","1,360","1,388"
48175,Goliad County, Texas,"7,451","7,505","7,510","7,506","7,548","7,584"
48177,Gonzales County, Texas,"20,156","20,366","20,532","20,817","20,796","20,826"
48179,Gray County, Texas,"22,995","23,435","23,251","22,721","22,121","21,895"
48181,Grayson County, Texas,"122,371","123,615","125,647","128,331","131,214","133,991"
48183,Gregg County, Texas,"123,255","123,174","123,915","123,551","123,123","123,707"
48185,Grimes County, Texas,"26,796","27,003","27,305","27,505","27,977","28,360"
48187,Guadalupe County, Texas,"142,909","146,848","150,665","154,638","159,841","163,694"
48189,Hale County, Texas,"35,682","34,463","34,066","34,163","34,044","33,830"
48191,Hall County, Texas,"3,164","3,074","3,096","3,115","3,059","3,028"
48193,Hamilton County, Texas,"8,240","8,159","8,079","8,231","8,394","8,484"
48195,Hansford County, Texas,"5,548","5,562","5,647","5,580","5,483","5,463"
48197,Hardeman County, Texas,"4,066","3,991","3,915","3,969","3,964","3,922"
48199,Hardin County, Texas,"55,301","55,508","55,761","56,260","57,159","57,207"
48201,Harris County, Texas,"4,355,158","4,458,709","4,561,939","4,629,189","4,664,159","4,698,619"
48203,Harrison County, Texas,"66,288","66,610","66,710","66,640","66,540","66,726"
48205,Hartley County, Texas,"6,001","6,056","5,700","5,737","5,721","5,619"
48207,Haskell County, Texas,"5,898","5,809","5,843","5,796","5,783","5,813"
48209,Hays County, Texas,"176,053","184,895","194,591","204,358","214,277","222,631"
48211,Hemphill County, Texas,"4,152","4,164","4,273","4,098","3,945","3,825"
48213,Henderson County, Texas,"78,639","79,302","79,507","80,129","81,061","82,299"
48215,Hidalgo County, Texas,"819,374","830,824","841,061","850,798","858,323","865,939"
48217,Hill County, Texas,"34,855","34,776","34,871","35,173","35,819","36,354"
48219,Hockley County, Texas,"23,414","23,469","23,317","23,048","22,995","22,980"
48221,Hood County, Texas,"52,866","53,820","55,290","56,703","58,154","60,537"
48223,Hopkins County, Texas,"35,303","35,696","35,990","36,212","36,493","36,810"
48225,Houston County, Texas,"22,809","22,815","22,758","22,915","23,116","23,169"
48227,Howard County, Texas,"36,218","36,602","37,282","36,792","36,198","36,459"
48229,Hudspeth County, Texas,"3,341","3,308","3,539","4,246","4,600","4,795"
48231,Hunt County, Texas,"87,465","88,679","89,719","91,943","93,927","96,493"
48233,Hutchinson County, Texas,"21,924","21,921","21,810","21,562","21,362","21,198"
48235,Irion County, Texas,"1,610","1,574","1,543","1,562","1,511","1,522"
48237,Jack County, Texas,"8,954","8,885","8,883","8,779","8,821","8,843"
48239,Jackson County, Texas,"14,612","14,726","14,810","14,874","14,818","14,874"
48241,Jasper County, Texas,"35,615","35,421","35,260","35,416","35,550","35,872"
48243,Jeff Davis County, Texas,"2,231","2,217","2,199","2,232","2,271","2,252"
48245,Jefferson County, Texas,"253,111","252,915","255,232","256,311","256,591","255,001"
48247,Jim Hogg County, Texas,"5,268","5,334","5,307","5,275","5,245","5,248"
48249,Jim Wells County, Texas,"41,679","41,503","41,526","41,181","40,930","40,822"
48251,Johnson County, Texas,"154,539","156,754","159,368","162,793","167,101","171,361"
48253,Jones County, Texas,"20,034","19,846","19,972","19,969","19,852","19,817"
48255,Karnes County, Texas,"14,728","14,913","15,400","15,456","15,516","15,650"
48257,Kaufman County, Texas,"108,284","110,913","114,140","118,030","122,845","128,622"
48259,Kendall County, Texas,"37,173","38,402","39,965","41,919","43,984","45,641"
48261,Kenedy County, Texas,438,437,440,434,422,442
48263,Kent County, Texas,781,748,747,748,760,726
48265,Kerr County, Texas,"49,775","50,334","50,854","51,384","51,850","52,405"
48267,Kimble County, Texas,"4,464","4,466","4,393","4,415","4,406","4,362"
48269,King County, Texas,273,263,281,291,289,277
48271,Kinney County, Texas,"3,632","3,555","3,608","3,670","3,775","3,767"
48273,Kleberg County, Texas,"32,031","31,910","31,487","31,447","31,152","31,129"
48275,Knox County, Texas,"3,723","3,802","3,794","3,733","3,683","3,653"
48277,Lamar County, Texas,"49,095","49,417","49,380","49,536","49,597","49,728"
48279,Lamb County, Texas,"13,660","13,484","13,265","13,205","13,198","13,158"
48281,Lampasas County, Texas,"20,149","20,113","20,379","20,560","20,919","21,229"
48283,La Salle County, Texas,"7,449","7,486","7,650","7,611","7,567","7,531"
48285,Lavaca County, Texas,"19,634","19,783","19,916","19,875","20,019","20,110"
48287,Lee County, Texas,"16,551","16,626","16,873","16,976","17,139","17,144"
48289,Leon County, Texas,"16,629","16,737","17,034","17,200","17,249","17,270"
48291,Liberty County, Texas,"76,854","78,056","79,611","81,513","83,809","86,323"
48293,Limestone County, Texas,"23,448","23,538","23,475","23,527","23,517","23,519"
48295,Lipscomb County, Texas,"3,490","3,553","3,563","3,499","3,376","3,355"
48297,Live Oak County, Texas,"11,818","12,057","12,177","12,029","12,185","12,166"
48299,Llano County, Texas,"19,506","19,662","20,083","20,606","21,205","21,646"
48301,Loving County, Texas,106,89,119,117,136,152
48303,Lubbock County, Texas,"289,545","294,488","298,365","302,129","304,875","307,412"
48305,Lynn County, Texas,"5,728","5,799","5,747","5,775","5,841","5,877"
48307,McCulloch County, Texas,"8,245","8,157","8,259","8,127","7,960","7,987"
48309,McLennan County, Texas,"241,477","243,220","245,523","247,649","251,147","254,607"
48311,McMullen County, Texas,761,800,835,820,785,749
48313,Madison County, Texas,"13,819","13,869","13,970","14,122","14,255","14,422"
48315,Marion County, Texas,"10,281","10,153","10,135","10,124","10,073","9,928"
48317,Martin County, Texas,"5,272","5,462","5,653","5,638","5,562","5,753"
48319,Mason County, Texas,"4,121","4,096","4,058","4,167","4,203","4,280"
48321,Matagorda County, Texas,"36,518","36,501","36,775","37,076","36,811","36,552"
48323,Maverick County, Texas,"56,593","57,197","57,806","58,134","58,227","58,485"
48325,Medina County, Texas,"47,247","47,839","48,419","49,280","50,210","50,921"
48327,Menard County, Texas,"2,137","2,128","2,134","2,093","2,121","2,139"
48329,Midland County, Texas,"152,395","156,787","162,359","163,862","165,386","172,578"
48331,Milam County, Texas,"24,089","24,145","24,370","24,691","24,985","25,131"
48333,Mills County, Texas,"4,871","4,871","4,889","4,890","4,937","4,921"
48335,Mitchell County, Texas,"9,002","9,074","8,864","8,477","8,232","8,145"
48337,Montague County, Texas,"19,389","19,368","19,257","19,396","19,429","19,596"
48339,Montgomery County, Texas,"498,518","517,328","536,124","555,703","572,146","590,925"
48341,Moore County, Texas,"22,158","22,006","21,825","21,810","21,878","21,485"
48343,Morris County, Texas,"12,681","12,606","12,369","12,426","12,381","12,339"
48345,Motley County, Texas,"1,192","1,149","1,146","1,169","1,229","1,234"
48347,Nacogdoches County, Texas,"65,198","65,248","65,538","65,693","65,599","65,711"
48349,Navarro County, Texas,"48,060","47,947","48,209","48,417","48,779","49,565"
48351,Newton County, Texas,"14,341","14,292","14,159","14,159","13,930","13,746"
48353,Nolan County, Texas,"15,072","15,128","15,100","15,015","14,837","14,751"
48355,Nueces County, Texas,"352,996","356,747","360,616","361,786","361,014","362,265"
48357,Ochiltree County, Texas,"10,711","10,727","10,717","10,290","10,060","9,947"
48359,Oldham County, Texas,"2,088","2,069","2,064","2,074","2,113","2,131"
48361,Orange County, Texas,"82,811","83,249","83,946","84,533","84,936","83,572"
48363,Palo Pinto County, Texas,"27,876","28,034","27,966","28,136","28,575","28,875"
48365,Panola County, Texas,"23,793","23,749","23,665","23,420","23,219","23,148"
48367,Parker County, Texas,"119,796","122,165","125,696","129,074","133,704","138,371"
48369,Parmer County, Texas,"9,994","9,962","9,823","9,815","9,796","9,864"
48371,Pecos County, Texas,"15,665","15,836","16,012","15,848","15,618","15,673"
48373,Polk County, Texas,"45,539","45,830","46,632","47,678","49,016","50,031"
48375,Potter County, Texas,"122,168","122,119","121,385","120,824","120,518","119,648"
48377,Presidio County, Texas,"7,404","7,216","7,089","7,208","7,155","6,948"
48379,Rains County, Texas,"11,032","11,012","11,136","11,306","11,751","12,159"
48381,Randall County, Texas,"126,755","128,736","130,443","132,491","134,433","136,271"
48383,Reagan County, Texas,"3,634","3,788","3,811","3,722","3,700","3,741"
48385,Real County, Texas,"3,319","3,348","3,297","3,397","3,427","3,478"
48387,Red River County, Texas,"12,496","12,452","12,355","12,190","12,203","12,175"
48389,Reeves County, Texas,"14,218","14,557","14,955","15,122","15,295","15,695"
48391,Refugio County, Texas,"7,277","7,357","7,324","7,269","7,199","7,032"
48393,Roberts County, Texas,919,914,910,910,937,903
48395,Robertson County, Texas,"16,430","16,468","16,701","16,814","17,185","17,284"
48397,Rockwall County, Texas,"84,671","87,073","90,169","93,432","96,877","100,657"
48399,Runnels County, Texas,"10,200","10,297","10,394","10,291","10,333","10,234"
48401,Rusk County, Texas,"53,352","53,238","53,006","52,962","54,320","54,450"
48403,Sabine County, Texas,"10,426","10,431","10,445","10,382","10,441","10,589"
48405,San Augustine County, Texas,"8,662","8,480","8,347","8,283","8,292","8,232"
48407,San Jacinto County, Texas,"26,734","27,051","27,358","27,724","28,242","28,719"
48409,San Patricio County, Texas,"66,140","66,665","67,126","67,322","67,223","66,893"
48411,San Saba County, Texas,"5,962","5,862","5,930","5,934","6,032","6,054"
48413,Schleicher County, Texas,"3,192","3,165","3,195","3,057","2,995","2,895"
48415,Scurry County, Texas,"17,276","17,380","17,566","17,381","17,004","16,866"
48417,Shackelford County, Texas,"3,379","3,320","3,337","3,341","3,305","3,253"
48419,Shelby County, Texas,"25,992","25,624","25,414","25,624","25,311","25,418"
48421,Sherman County, Texas,"3,069","3,064","3,051","3,056","3,041","3,079"
48423,Smith County, Texas,"216,521","219,605","222,447","225,344","227,460","230,221"
48425,Somervell County, Texas,"8,569","8,562","8,620","8,672","8,847","9,016"
48427,Starr County, Texas,"62,459","63,059","63,595","64,025","64,267","64,525"
48429,Stephens County, Texas,"9,368","9,345","9,390","9,385","9,307","9,433"
48431,Sterling County, Texas,"1,230","1,341","1,336","1,344","1,301","1,311"
48433,Stonewall County, Texas,"1,418","1,388","1,399","1,404","1,387","1,362"
48435,Sutton County, Texas,"3,983","3,970","3,916","3,885","3,798","3,758"
48437,Swisher County, Texas,"7,723","7,555","7,484","7,438","7,481","7,462"
48439,Tarrant County, Texas,"1,913,161","1,946,639","1,985,924","2,024,925","2,057,468","2,084,931"
48441,Taylor County, Texas,"133,937","135,003","136,141","136,260","136,696","137,640"
48443,Terrell County, Texas,891,910,870,824,820,823
48445,Terry County, Texas,"12,714","12,795","12,757","12,779","12,458","12,287"
48447,Throckmorton County, Texas,"1,606","1,613","1,559","1,537","1,519","1,515"
48449,Titus County, Texas,"32,607","32,530","32,697","32,583","32,806","33,033"
48451,Tom Green County, Texas,"114,676","116,327","117,501","117,625","117,689","118,189"
48453,Travis County, Texas,"1,122,585","1,152,758","1,180,173","1,206,383","1,227,771","1,248,743"
48455,Trinity County, Texas,"14,446","14,300","14,544","14,552","14,710","14,740"
48457,Tyler County, Texas,"21,500","21,457","21,372","21,432","21,523","21,696"
48459,Upshur County, Texas,"39,762","40,286","40,339","40,809","41,151","41,260"
48461,Upton County, Texas,"3,387","3,483","3,656","3,699","3,661","3,671"
48463,Uvalde County, Texas,"26,920","27,046","26,968","27,088","27,098","26,846"
48465,Val Verde County, Texas,"49,069","48,877","48,951","49,003","49,096","49,208"
48467,Van Zandt County, Texas,"52,341","52,799","53,444","54,378","55,202","56,019"
48469,Victoria County, Texas,"90,076","91,059","92,178","92,475","92,103","92,035"
48471,Walker County, Texas,"69,414","70,086","70,861","71,887","72,383","72,480"
48473,Waller County, Texas,"45,431","46,794","48,663","50,069","51,285","53,126"
48475,Ward County, Texas,"11,208","11,574","11,633","11,580","11,423","11,720"
48477,Washington County, Texas,"34,201","34,404","34,833","34,736","34,897","35,108"
48479,Webb County, Texas,"264,632","267,732","270,120","272,520","273,982","275,910"
48481,Wharton County, Texas,"41,142","41,124","41,426","41,668","41,916","41,619"
48483,Wheeler County, Texas,"5,719","5,699","5,664","5,529","5,326","5,191"
48485,Wichita County, Texas,"132,198","132,649","131,034","131,443","131,899","132,064"
48487,Wilbarger County, Texas,"13,207","12,991","13,067","12,904","12,747","12,820"
48489,Willacy County, Texas,"22,043","21,966","21,902","21,813","21,574","21,515"
48491,Williamson County, Texas,"470,104","488,041","507,104","527,474","545,948","566,719"
48493,Wilson County, Texas,"45,230","46,161","47,185","48,205","49,215","50,224"
48495,Winkler County, Texas,"7,638","7,826","8,013","7,876","7,574","7,720"
48497,Wise County, Texas,"61,012","61,705","62,857","64,466","65,863","68,305"
48499,Wood County, Texas,"42,351","42,774","43,119","43,760","44,291","45,129"
48501,Yoakum County, Texas,"8,226","8,404","8,648","8,651","8,562","8,591"
48503,Young County, Texas,"18,358","18,278","18,165","18,105","17,978","18,045"
48505,Zapata County, Texas,"14,403","14,404","14,511","14,456","14,283","14,190"
48507,Zavala County, Texas,"12,207","12,259","12,322","12,127","11,965","11,983"
49001,Beaver County, Utah,"6,455","6,429","6,351","6,458","6,396","6,580"
49003,Box Elder County, Utah,"50,729","51,303","51,832","52,953","53,967","54,950"
49005,Cache County, Utah,"117,031","117,906","119,774","122,367","124,564","127,068"
49007,Carbon County, Utah,"20,901","20,634","20,385","20,323","20,168","20,269"
49009,Daggett County, Utah,"1,140","1,124","1,105","1,075","1,022",980
49011,Davis County, Utah,"322,251","328,756","334,676","341,080","346,881","351,713"
49013,Duchesne County, Utah,"19,965","20,206","20,756","20,255","19,915","19,964"
49015,Emery County, Utah,"10,759","10,638","10,359","10,207","10,020","10,014"
49017,Garfield County, Utah,"5,029","5,005","4,969","4,971","5,061","5,080"
49019,Grand County, Utah,"9,373","9,477","9,555","9,642","9,640","9,764"
49021,Iron County, Utah,"46,527","47,045","48,120","49,692","50,822","52,775"
49023,Juab County, Utah,"10,261","10,409","10,541","10,985","11,248","11,555"
49025,Kane County, Utah,"7,122","7,166","7,040","7,300","7,537","7,709"
49027,Millard County, Utah,"12,558","12,544","12,627","12,657","12,829","13,006"
49029,Morgan County, Utah,"10,208","10,602","11,046","11,386","11,875","12,045"
49031,Piute County, Utah,"1,487","1,467","1,491","1,459","1,413","1,445"
49033,Rich County, Utah,"2,264","2,274","2,300","2,312","2,402","2,464"
49035,Salt Lake County, Utah,"1,079,543","1,090,257","1,102,629","1,120,684","1,137,820","1,152,633"
49037,San Juan County, Utah,"14,983","15,052","15,240","15,343","15,320","15,449"
49039,Sanpete County, Utah,"28,124","28,295","28,663","29,256","29,991","30,623"
49041,Sevier County, Utah,"20,749","20,735","20,860","21,137","21,317","21,539"
49043,Summit County, Utah,"38,421","39,118","39,647","40,506","41,349","41,933"
49045,Tooele County, Utah,"60,633","61,446","62,617","64,535","67,418","69,907"
49047,Uintah County, Utah,"35,683","36,921","37,783","36,254","35,219","35,438"
49049,Utah County, Utah,"551,333","560,751","572,650","590,082","606,503","622,213"
49051,Wasatch County, Utah,"26,589","27,822","29,147","30,430","31,975","33,240"
49053,Washington County, Utah,"147,004","151,109","154,680","159,337","165,859","171,700"
49055,Wayne County, Utah,"2,712","2,696","2,691","2,674","2,721","2,690"
49057,Weber County, Utah,"238,093","240,212","242,963","247,253","251,866","256,359"
50001,Addison County, Vermont,"36,936","36,933","36,926","36,925","36,940","36,973"
50003,Bennington County, Vermont,"36,543","36,173","36,161","35,921","35,713","35,631"
50005,Caledonia County, Vermont,"31,039","30,868","30,643","30,156","30,154","30,302"
50007,Chittenden County, Vermont,"159,444","159,961","161,294","161,542","162,891","164,572"
50009,Essex County, Vermont,"6,193","6,154","6,196","6,227","6,213","6,250"
50011,Franklin County, Vermont,"48,394","48,749","48,973","48,976","49,007","49,421"
50013,Grand Isle County, Vermont,"6,988","6,967","6,870","6,917","6,983","7,090"
50015,Lamoille County, Vermont,"25,112","25,130","25,238","25,325","25,345","25,300"
50017,Orange County, Vermont,"28,851","28,878","28,890","28,921","28,999","28,999"
50019,Orleans County, Vermont,"27,134","27,021","27,030","26,762","26,834","26,907"
50021,Rutland County, Vermont,"60,480","60,031","59,547","59,113","59,000","58,672"
50023,Washington County, Vermont,"59,217","58,960","58,645","58,356","58,283","58,140"
50025,Windham County, Vermont,"43,889","43,663","43,252","43,172","42,906","42,756"
50027,Windsor County, Vermont,"55,992","55,730","55,532","55,331","55,257","55,286"
51001,Accomack County, Virginia,"32,966","32,970","32,910","32,850","32,566","32,412"
51003,Albemarle County, Virginia,"102,273","103,743","105,119","106,408","107,788","108,718"
51005,Alleghany County, Virginia,"15,921","15,602","15,420","15,379","15,119","14,910"
51007,Amelia County, Virginia,"12,659","12,716","12,782","12,793","12,965","13,013"
51009,Amherst County, Virginia,"32,316","32,158","31,832","31,889","31,863","31,666"
51011,Appomattox County, Virginia,"15,320","15,348","15,485","15,512","15,701","15,841"
51013,Arlington County, Virginia,"224,938","226,043","228,746","231,582","235,121","237,521"
51015,Augusta County, Virginia,"73,842","73,880","74,293","74,793","75,082","75,457"
51017,Bath County, Virginia,"4,592","4,535","4,456","4,399","4,285","4,292"
51019,Bedford County, Virginia,"76,187","77,046","77,598","77,911","78,239","78,747"
51021,Bland County, Virginia,"6,674","6,585","6,534","6,472","6,351","6,293"
51023,Botetourt County, Virginia,"32,991","33,077","33,344","33,177","33,236","33,277"
51025,Brunswick County, Virginia,"16,984","16,826","16,856","16,642","16,616","16,384"
51027,Buchanan County, Virginia,"23,618","23,144","22,705","22,118","21,500","21,221"
51029,Buckingham County, Virginia,"17,156","16,935","17,016","17,042","17,027","16,999"
51031,Campbell County, Virginia,"55,073","55,267","55,289","55,233","55,086","54,973"
51033,Caroline County, Virginia,"29,256","29,749","29,891","30,073","30,433","30,772"
51035,Carroll County, Virginia,"29,911","29,707","29,850","29,748","29,747","29,636"
51036,Charles City County, Virginia,"7,071","6,975","7,040","7,019","7,000","6,941"
51037,Charlotte County, Virginia,"12,277","12,176","12,172","12,108","12,082","11,938"
51041,Chesterfield County, Virginia,"327,639","332,148","334,955","338,414","343,163","348,556"
51043,Clarke County, Virginia,"14,250","14,314","14,242","14,296","14,449","14,523"
51045,Craig County, Virginia,"5,138","5,176","5,138","5,122","5,065","5,064"
51047,Culpeper County, Virginia,"48,611","49,248","49,553","50,324","51,267","51,859"
51049,Cumberland County, Virginia,"9,846","9,838","9,746","9,723","9,813","9,809"
51051,Dickenson County, Virginia,"15,525","15,344","15,202","15,008","14,721","14,523"
51053,Dinwiddie County, Virginia,"28,087","28,098","28,111","28,341","28,459","28,529"
51057,Essex County, Virginia,"11,157","11,067","11,097","11,086","11,011","10,919"
51059,Fairfax County, Virginia,"1,131,988","1,136,573","1,140,164","1,143,229","1,146,883","1,150,795"
51061,Fauquier County, Virginia,"67,146","68,132","68,431","68,810","69,528","70,675"
51063,Floyd County, Virginia,"15,483","15,527","15,548","15,675","15,785","15,795"
51065,Fluvanna County, Virginia,"25,825","25,970","26,111","26,129","26,417","26,783"
51067,Franklin County, Virginia,"56,275","56,268","56,227","56,148","56,326","56,195"
51069,Frederick County, Virginia,"81,486","82,730","83,513","84,668","86,499","88,355"
51071,Giles County, Virginia,"16,987","16,849","16,767","16,838","16,771","16,844"
51073,Gloucester County, Virginia,"36,768","37,024","37,007","37,114","37,309","37,349"
51075,Goochland County, Virginia,"21,570","21,854","22,159","22,462","22,691","23,244"
51077,Grayson County, Virginia,"15,131","15,922","15,956","15,868","15,677","15,631"
51079,Greene County, Virginia,"18,847","19,104","19,186","19,335","19,648","19,779"
51081,Greensville County, Virginia,"11,683","11,563","11,813","11,577","11,716","11,627"
51083,Halifax County, Virginia,"35,372","35,190","35,082","34,970","34,532","34,120"
51085,Hanover County, Virginia,"101,069","101,730","103,078","104,348","105,850","107,239"
51087,Henrico County, Virginia,"318,702","321,924","324,289","325,589","327,148","329,261"
51089,Henry County, Virginia,"52,743","52,230","51,912","51,593","51,250","50,953"
51091,Highland County, Virginia,"2,205","2,238","2,196","2,209","2,217","2,210"
51093,Isle of Wight County, Virginia,"35,521","35,860","36,155","36,319","36,571","36,953"
51095,James City County, Virginia,"70,613","72,077","72,836","73,994","75,459","76,397"
51097,King and Queen County, Virginia,"7,031","7,085","7,086","7,049","7,000","7,042"
51099,King George County, Virginia,"24,900","25,262","25,399","25,910","26,302","26,575"
51101,King William County, Virginia,"16,092","16,150","16,285","16,408","16,705","16,939"
51103,Lancaster County, Virginia,"10,959","10,862","10,825","10,769","10,779","10,783"
51105,Lee County, Virginia,"25,070","24,716","24,550","24,066","23,795","23,541"
51107,Loudoun County, Virginia,"349,978","362,290","374,054","385,524","396,995","406,850"
51109,Louisa County, Virginia,"33,988","34,314","34,615","35,306","35,885","36,778"
51111,Lunenburg County, Virginia,"12,531","12,481","12,329","12,263","12,231","12,086"
51113,Madison County, Virginia,"13,092","13,034","13,046","13,076","13,245","13,295"
51115,Mathews County, Virginia,"8,899","8,814","8,844","8,789","8,731","8,802"
51117,Mecklenburg County, Virginia,"31,247","31,112","30,933","30,827","30,712","30,650"
51119,Middlesex County, Virginia,"10,777","10,653","10,683","10,751","10,643","10,769"
51121,Montgomery County, Virginia,"96,594","97,117","97,348","98,254","98,283","98,985"
51125,Nelson County, Virginia,"14,799","14,865","14,757","14,800","14,804","14,836"
51127,New Kent County, Virginia,"19,514","20,017","20,382","21,025","21,698","22,391"
51131,Northampton County, Virginia,"12,036","12,045","12,095","12,021","11,887","11,735"
51133,Northumberland County, Virginia,"12,296","12,254","12,246","12,193","12,277","12,147"
51135,Nottoway County, Virginia,"15,635","15,505","15,606","15,501","15,467","15,420"
51137,Orange County, Virginia,"34,621","34,922","35,183","35,381","35,931","36,644"
51139,Page County, Virginia,"23,724","23,785","23,660","23,610","23,755","23,933"
51141,Patrick County, Virginia,"18,249","18,176","17,953","17,783","17,708","17,673"
51143,Pittsylvania County, Virginia,"62,561","62,378","62,000","61,710","61,341","60,949"
51145,Powhatan County, Virginia,"28,294","28,488","28,056","28,444","28,691","29,189"
51147,Prince Edward County, Virginia,"22,713","22,976","23,120","23,026","22,708","22,950"
51149,Prince George County, Virginia,"37,333","37,411","38,212","37,872","37,895","38,082"
51153,Prince William County, Virginia,"437,833","443,926","451,232","457,023","463,551","468,011"
51155,Pulaski County, Virginia,"34,547","34,342","34,341","34,225","34,194","34,066"
51157,Rappahannock County, Virginia,"7,424","7,333","7,390","7,352","7,333","7,252"
51159,Richmond County, Virginia,"8,952","8,884","8,783","8,759","8,925","9,038"
51161,Roanoke County, Virginia,"93,301","93,371","93,337","93,371","93,763","94,073"
51163,Rockbridge County, Virginia,"22,330","22,433","22,375","22,376","22,609","22,752"
51165,Rockingham County, Virginia,"77,422","77,885","78,453","79,323","80,313","81,244"
51167,Russell County, Virginia,"28,312","28,054","27,824","27,385","27,027","26,748"
51169,Scott County, Virginia,"22,768","22,518","22,244","21,980","21,767","21,534"
51171,Shenandoah County, Virginia,"42,507","42,731","42,841","42,885","43,271","43,497"
51173,Smyth County, Virginia,"31,773","31,571","31,411","31,121","30,722","30,472"
51175,Southampton County, Virginia,"18,328","18,221","18,121","18,022","17,743","17,586"
51177,Spotsylvania County, Virginia,"127,385","128,804","129,944","131,271","132,802","134,238"
51179,Stafford County, Virginia,"135,939","138,813","140,917","143,578","146,790","149,960"
51181,Surry County, Virginia,"6,787","6,780","6,670","6,553","6,522","6,474"
51183,Sussex County, Virginia,"11,762","11,721","11,686","11,408","11,380","11,237"
51185,Tazewell County, Virginia,"44,023","43,386","42,904","42,108","41,146","40,855"
51187,Warren County, Virginia,"38,480","40,103","38,675","39,105","39,357","40,003"
51191,Washington County, Virginia,"54,778","54,604","54,337","54,271","54,415","54,402"
51193,Westmoreland County, Virginia,"17,552","17,440","17,549","17,637","17,736","17,830"
51195,Wise County, Virginia,"40,675","39,908","39,567","39,026","38,611","38,012"
51197,Wythe County, Virginia,"29,271","29,044","29,098","28,934","28,872","28,754"
51199,York County, Virginia,"66,030","66,573","67,828","67,812","67,878","67,846"
51510,Alexandria city, Virginia,"149,674","151,431","153,863","157,045","159,654","160,530"
51520,Bristol city, Virginia,"17,390","17,199","17,041","16,843","16,650","16,482"
51530,Buena Vista city, Virginia,"6,652","6,550","6,533","6,362","6,313","6,237"
51540,Charlottesville city, Virginia,"45,013","45,522","46,433","47,236","47,902","48,117"
51550,Chesapeake city, Virginia,"230,330","233,380","235,168","237,591","240,327","242,634"
51570,Colonial Heights city, Virginia,"17,483","17,440","17,482","17,535","17,676","17,833"
